Date;Time;NOx(GT);PT08.S3(NOx)
05.06.2004;15.00.00;80;1048
05.06.2004;16.00.00;110;838
05.06.2004;17.00.00;108;917
05.06.2004;18.00.00;134;793
05.06.2004;19.00.00;133;738
05.06.2004;20.00.00;118;954
05.06.2004;21.00.00;17;1123
05.06.2004;22.00.00;26;1007
05.06.2004;23.00.00;55;907
06.06.2004;00.00.00;39;975
06.06.2004;01.00.00;15;1093
06.06.2004;02.00.00;47;891
06.06.2004;03.00.00;-200;871
06.06.2004;04.00.00;49;926
06.06.2004;05.00.00;21;1172
06.06.2004;06.00.00;33;1115
06.06.2004;07.00.00;63;1037
06.06.2004;08.00.00;73;1011
06.06.2004;09.00.00;51;1314
06.06.2004;10.00.00;61;1270
06.06.2004;11.00.00;52;1349
06.06.2004;12.00.00;49;1331
06.06.2004;13.00.00;40;1471
06.06.2004;14.00.00;36;1445
06.06.2004;15.00.00;51;1299
06.06.2004;16.00.00;56;1225
06.06.2004;17.00.00;71;1186
06.06.2004;18.00.00;79;1123
06.06.2004;19.00.00;117;1084
06.06.2004;20.00.00;127;1048
06.06.2004;21.00.00;118;1080
06.06.2004;22.00.00;130;1030
06.06.2004;23.00.00;131;991
07.06.2004;00.00.00;102;1061
07.06.2004;01.00.00;48;1222
07.06.2004;02.00.00;22;1263
07.06.2004;03.00.00;-200;1281
07.06.2004;04.00.00;22;1263
07.06.2004;05.00.00;44;1273
07.06.2004;06.00.00;167;867
07.06.2004;07.00.00;220;777
07.06.2004;08.00.00;285;664
07.06.2004;09.00.00;272;801
07.06.2004;10.00.00;238;774
07.06.2004;11.00.00;207;832
07.06.2004;12.00.00;152;887
07.06.2004;13.00.00;185;829
07.06.2004;14.00.00;184;833
07.06.2004;15.00.00;205;815
07.06.2004;16.00.00;172;871
07.06.2004;17.00.00;227;788
07.06.2004;18.00.00;187;786
07.06.2004;19.00.00;290;647
07.06.2004;20.00.00;155;825
07.06.2004;21.00.00;108;867
07.06.2004;22.00.00;94;919
07.06.2004;23.00.00;103;934
08.06.2004;00.00.00;78;980
08.06.2004;01.00.00;38;1129
08.06.2004;02.00.00;26;1277
08.06.2004;03.00.00;-200;1369
08.06.2004;04.00.00;19;1449
08.06.2004;05.00.00;35;1265
08.06.2004;06.00.00;126;917
08.06.2004;07.00.00;309;683
08.06.2004;08.00.00;376;525
08.06.2004;09.00.00;441;602
08.06.2004;10.00.00;309;698
08.06.2004;11.00.00;220;728
08.06.2004;12.00.00;168;761
08.06.2004;13.00.00;149;818
08.06.2004;14.00.00;160;794
08.06.2004;15.00.00;177;825
08.06.2004;16.00.00;-200;865
08.06.2004;17.00.00;176;695
08.06.2004;18.00.00;202;650
08.06.2004;19.00.00;255;660
08.06.2004;20.00.00;210;683
08.06.2004;21.00.00;157;751
08.06.2004;22.00.00;96;836
08.06.2004;23.00.00;59;933
09.06.2004;00.00.00;81;853
09.06.2004;01.00.00;40;940
09.06.2004;02.00.00;42;965
09.06.2004;03.00.00;-200;1107
09.06.2004;04.00.00;31;1113
09.06.2004;05.00.00;54;1084
09.06.2004;06.00.00;88;899
09.06.2004;07.00.00;261;630
09.06.2004;08.00.00;357;507
09.06.2004;09.00.00;265;701
09.06.2004;10.00.00;247;676
09.06.2004;11.00.00;189;711
09.06.2004;12.00.00;168;701
09.06.2004;13.00.00;183;721
09.06.2004;14.00.00;157;815
09.06.2004;15.00.00;113;894
09.06.2004;16.00.00;140;896
09.06.2004;17.00.00;230;699
09.06.2004;18.00.00;277;586
09.06.2004;19.00.00;295;620
09.06.2004;20.00.00;212;695
09.06.2004;21.00.00;151;747
09.06.2004;22.00.00;110;805
09.06.2004;23.00.00;83;917
10.06.2004;00.00.00;48;956
10.06.2004;01.00.00;27;1065
10.06.2004;02.00.00;48;967
10.06.2004;03.00.00;-200;1085
10.06.2004;04.00.00;33;1138
10.06.2004;05.00.00;75;1001
10.06.2004;06.00.00;101;887
10.06.2004;07.00.00;214;661
10.06.2004;08.00.00;290;545
10.06.2004;09.00.00;311;586
10.06.2004;10.00.00;234;705
10.06.2004;11.00.00;157;770
10.06.2004;12.00.00;165;715
10.06.2004;13.00.00;137;735
10.06.2004;14.00.00;149;719
10.06.2004;15.00.00;140;782
10.06.2004;16.00.00;139;779
10.06.2004;17.00.00;221;670
10.06.2004;18.00.00;318;631
10.06.2004;19.00.00;363;635
10.06.2004;20.00.00;341;655
10.06.2004;21.00.00;163;826
10.06.2004;22.00.00;157;768
10.06.2004;23.00.00;202;783
11.06.2004;00.00.00;102;839
11.06.2004;01.00.00;70;915
11.06.2004;02.00.00;41;1092
11.06.2004;03.00.00;-200;1176
11.06.2004;04.00.00;36;1146
11.06.2004;05.00.00;68;1050
11.06.2004;06.00.00;92;923
11.06.2004;07.00.00;332;595
11.06.2004;08.00.00;333;567
11.06.2004;09.00.00;298;632
11.06.2004;10.00.00;-200;788
11.06.2004;11.00.00;146;817
11.06.2004;12.00.00;120;801
11.06.2004;13.00.00;108;797
11.06.2004;14.00.00;109;837
11.06.2004;15.00.00;124;848
11.06.2004;16.00.00;127;877
11.06.2004;17.00.00;185;832
11.06.2004;18.00.00;230;776
11.06.2004;19.00.00;265;765
11.06.2004;20.00.00;261;765
11.06.2004;21.00.00;219;794
11.06.2004;22.00.00;180;805
11.06.2004;23.00.00;108;990
12.06.2004;00.00.00;98;894
12.06.2004;01.00.00;57;957
12.06.2004;02.00.00;36;1052
12.06.2004;03.00.00;-200;1109
12.06.2004;04.00.00;45;1047
12.06.2004;05.00.00;87;936
12.06.2004;06.00.00;62;950
12.06.2004;07.00.00;65;996
12.06.2004;08.00.00;125;850
12.06.2004;09.00.00;157;746
12.06.2004;10.00.00;171;746
12.06.2004;11.00.00;119;820
12.06.2004;12.00.00;110;849
12.06.2004;13.00.00;95;860
12.06.2004;14.00.00;58;937
12.06.2004;15.00.00;69;892
12.06.2004;16.00.00;76;869
12.06.2004;17.00.00;63;901
12.06.2004;18.00.00;51;964
12.06.2004;19.00.00;46;936
12.06.2004;20.00.00;52;922
12.06.2004;21.00.00;84;765
12.06.2004;22.00.00;130;731
12.06.2004;23.00.00;147;734
13.06.2004;00.00.00;126;847
13.06.2004;01.00.00;47;955
13.06.2004;02.00.00;24;1109
13.06.2004;03.00.00;-200;1050
13.06.2004;04.00.00;25;1121
13.06.2004;05.00.00;21;1237
13.06.2004;06.00.00;25;1466
13.06.2004;07.00.00;25;1534
13.06.2004;08.00.00;30;1526
13.06.2004;09.00.00;42;1460
13.06.2004;10.00.00;52;1315
13.06.2004;11.00.00;62;1292
13.06.2004;12.00.00;67;1295
13.06.2004;13.00.00;47;1380
13.06.2004;14.00.00;35;1426
13.06.2004;15.00.00;45;1309
13.06.2004;16.00.00;53;1274
13.06.2004;17.00.00;57;1246
13.06.2004;18.00.00;71;1245
13.06.2004;19.00.00;67;1215
13.06.2004;20.00.00;75;1191
13.06.2004;21.00.00;65;1180
13.06.2004;22.00.00;45;1340
13.06.2004;23.00.00;46;1305
14.06.2004;00.00.00;33;1377
14.06.2004;01.00.00;19;1580
14.06.2004;02.00.00;9;1795
14.06.2004;03.00.00;-200;1941
14.06.2004;04.00.00;12;1917
14.06.2004;05.00.00;21;1703
14.06.2004;06.00.00;66;1196
14.06.2004;07.00.00;137;941
14.06.2004;08.00.00;151;886
14.06.2004;09.00.00;115;992
14.06.2004;10.00.00;118;941
14.06.2004;11.00.00;95;1026
14.06.2004;12.00.00;86;1029
14.06.2004;13.00.00;85;1012
14.06.2004;14.00.00;66;1134
14.06.2004;15.00.00;74;1046
14.06.2004;16.00.00;108;985
14.06.2004;17.00.00;150;812
14.06.2004;18.00.00;157;846
14.06.2004;19.00.00;93;972
14.06.2004;20.00.00;76;1023
14.06.2004;21.00.00;57;1134
14.06.2004;22.00.00;64;1096
14.06.2004;23.00.00;59;1062
15.06.2004;00.00.00;68;1055
15.06.2004;01.00.00;31;1249
15.06.2004;02.00.00;21;1490
15.06.2004;03.00.00;-200;1525
15.06.2004;04.00.00;24;1326
15.06.2004;05.00.00;38;1097
15.06.2004;06.00.00;92;897
15.06.2004;07.00.00;311;610
15.06.2004;08.00.00;260;609
15.06.2004;09.00.00;181;823
15.06.2004;10.00.00;177;838
15.06.2004;11.00.00;180;747
15.06.2004;12.00.00;174;767
15.06.2004;13.00.00;140;824
15.06.2004;14.00.00;122;859
15.06.2004;15.00.00;189;785
15.06.2004;16.00.00;169;766
15.06.2004;17.00.00;172;722
15.06.2004;18.00.00;154;732
15.06.2004;19.00.00;192;673
15.06.2004;20.00.00;160;742
15.06.2004;21.00.00;110;806
15.06.2004;22.00.00;97;853
15.06.2004;23.00.00;124;816
16.06.2004;00.00.00;108;812
16.06.2004;01.00.00;61;865
16.06.2004;02.00.00;34;1034
16.06.2004;03.00.00;-200;1124
16.06.2004;04.00.00;24;1134
16.06.2004;05.00.00;27;1163
16.06.2004;06.00.00;70;882
16.06.2004;07.00.00;176;640
16.06.2004;08.00.00;310;517
16.06.2004;09.00.00;221;713
16.06.2004;10.00.00;168;765
16.06.2004;11.00.00;109;881
16.06.2004;12.00.00;102;862
16.06.2004;13.00.00;129;755
16.06.2004;14.00.00;117;756
16.06.2004;15.00.00;112;802
16.06.2004;16.00.00;122;797
16.06.2004;17.00.00;114;787
16.06.2004;18.00.00;111;807
16.06.2004;19.00.00;158;698
16.06.2004;20.00.00;202;695
16.06.2004;21.00.00;166;764
16.06.2004;22.00.00;143;745
16.06.2004;23.00.00;122;742
17.06.2004;00.00.00;113;749
17.06.2004;01.00.00;109;822
17.06.2004;02.00.00;53;1035
17.06.2004;03.00.00;-200;1038
17.06.2004;04.00.00;32;1102
17.06.2004;05.00.00;35;1092
17.06.2004;06.00.00;123;812
17.06.2004;07.00.00;254;611
17.06.2004;08.00.00;300;562
17.06.2004;09.00.00;281;588
17.06.2004;10.00.00;169;837
17.06.2004;11.00.00;152;867
17.06.2004;12.00.00;127;841
17.06.2004;13.00.00;118;865
17.06.2004;14.00.00;120;866
17.06.2004;15.00.00;125;881
17.06.2004;16.00.00;117;878
17.06.2004;17.00.00;166;738
17.06.2004;18.00.00;180;683
17.06.2004;19.00.00;172;726
17.06.2004;20.00.00;160;754
17.06.2004;21.00.00;103;878
17.06.2004;22.00.00;87;868
17.06.2004;23.00.00;147;684
18.06.2004;00.00.00;120;791
18.06.2004;01.00.00;63;936
18.06.2004;02.00.00;30;1140
18.06.2004;03.00.00;-200;1214
18.06.2004;04.00.00;19;1259
18.06.2004;05.00.00;27;1178
18.06.2004;06.00.00;65;947
18.06.2004;07.00.00;169;711
18.06.2004;08.00.00;244;535
18.06.2004;09.00.00;274;605
18.06.2004;10.00.00;202;701
18.06.2004;11.00.00;186;703
18.06.2004;12.00.00;153;739
18.06.2004;13.00.00;112;785
18.06.2004;14.00.00;117;765
18.06.2004;15.00.00;109;782
18.06.2004;16.00.00;133;747
18.06.2004;17.00.00;185;693
18.06.2004;18.00.00;167;738
18.06.2004;19.00.00;218;673
18.06.2004;20.00.00;171;719
18.06.2004;21.00.00;78;916
18.06.2004;22.00.00;84;816
18.06.2004;23.00.00;110;714
19.06.2004;00.00.00;87;802
19.06.2004;01.00.00;58;909
19.06.2004;02.00.00;39;1043
19.06.2004;03.00.00;-200;1062
19.06.2004;04.00.00;38;1021
19.06.2004;05.00.00;41;1109
19.06.2004;06.00.00;47;1079
19.06.2004;07.00.00;72;943
19.06.2004;08.00.00;100;806
19.06.2004;09.00.00;104;801
19.06.2004;10.00.00;109;843
19.06.2004;11.00.00;103;822
19.06.2004;12.00.00;75;819
19.06.2004;13.00.00;72;833
19.06.2004;14.00.00;56;-200
19.06.2004;15.00.00;51;-200
19.06.2004;16.00.00;52;-200
19.06.2004;17.00.00;46;-200
19.06.2004;18.00.00;44;-200
19.06.2004;19.00.00;72;-200
19.06.2004;20.00.00;88;-200
19.06.2004;21.00.00;56;-200
19.06.2004;22.00.00;82;-200
19.06.2004;23.00.00;125;-200
20.06.2004;00.00.00;144;-200
20.06.2004;01.00.00;54;-200
20.06.2004;02.00.00;48;-200
20.06.2004;03.00.00;-200;-200
20.06.2004;04.00.00;41;-200
20.06.2004;05.00.00;40;-200
20.06.2004;06.00.00;48;-200
20.06.2004;07.00.00;44;-200
20.06.2004;08.00.00;59;-200
20.06.2004;09.00.00;59;-200
20.06.2004;10.00.00;53;-200
20.06.2004;11.00.00;42;-200
20.06.2004;12.00.00;43;-200
20.06.2004;13.00.00;23;-200
20.06.2004;14.00.00;22;-200
20.06.2004;15.00.00;37;-200
20.06.2004;16.00.00;53;-200
20.06.2004;17.00.00;68;-200
20.06.2004;18.00.00;125;-200
20.06.2004;19.00.00;96;-200
20.06.2004;20.00.00;75;-200
20.06.2004;21.00.00;74;-200
20.06.2004;22.00.00;92;-200
20.06.2004;23.00.00;136;-200
21.06.2004;00.00.00;119;-200
21.06.2004;01.00.00;76;-200
21.06.2004;02.00.00;21;-200
21.06.2004;03.00.00;-200;-200
21.06.2004;04.00.00;15;1353
21.06.2004;05.00.00;52;1108
21.06.2004;06.00.00;85;857
21.06.2004;07.00.00;177;691
21.06.2004;08.00.00;232;626
21.06.2004;09.00.00;201;770
21.06.2004;10.00.00;134;862
21.06.2004;11.00.00;104;965
21.06.2004;12.00.00;89;947
21.06.2004;13.00.00;66;1005
21.06.2004;14.00.00;85;978
21.06.2004;15.00.00;105;920
21.06.2004;16.00.00;99;920
21.06.2004;17.00.00;132;834
21.06.2004;18.00.00;186;760
21.06.2004;19.00.00;174;736
21.06.2004;20.00.00;149;736
21.06.2004;21.00.00;114;798
21.06.2004;22.00.00;92;838
21.06.2004;23.00.00;75;915
22.06.2004;00.00.00;74;956
22.06.2004;01.00.00;35;1062
22.06.2004;02.00.00;22;1215
22.06.2004;03.00.00;-200;1338
22.06.2004;04.00.00;24;1385
22.06.2004;05.00.00;30;1236
22.06.2004;06.00.00;93;922
22.06.2004;07.00.00;332;632
22.06.2004;08.00.00;387;523
22.06.2004;09.00.00;267;717
22.06.2004;10.00.00;269;725
22.06.2004;11.00.00;193;766
22.06.2004;12.00.00;239;702
22.06.2004;13.00.00;232;707
22.06.2004;14.00.00;152;776
22.06.2004;15.00.00;115;826
22.06.2004;16.00.00;169;762
22.06.2004;17.00.00;226;656
22.06.2004;18.00.00;218;654
22.06.2004;19.00.00;245;623
22.06.2004;20.00.00;236;646
22.06.2004;21.00.00;104;857
22.06.2004;22.00.00;104;813
22.06.2004;23.00.00;144;729
23.06.2004;00.00.00;79;864
23.06.2004;01.00.00;51;1004
23.06.2004;02.00.00;38;1093
23.06.2004;03.00.00;-200;1170
23.06.2004;04.00.00;24;1183
23.06.2004;05.00.00;30;1155
23.06.2004;06.00.00;73;934
23.06.2004;07.00.00;305;579
23.06.2004;08.00.00;295;605
23.06.2004;09.00.00;331;608
23.06.2004;10.00.00;304;672
23.06.2004;11.00.00;210;746
23.06.2004;12.00.00;163;763
23.06.2004;13.00.00;132;796
23.06.2004;14.00.00;126;767
23.06.2004;15.00.00;150;724
23.06.2004;16.00.00;171;735
23.06.2004;17.00.00;234;645
23.06.2004;18.00.00;251;616
23.06.2004;19.00.00;294;595
23.06.2004;20.00.00;300;603
23.06.2004;21.00.00;159;713
23.06.2004;22.00.00;176;685
23.06.2004;23.00.00;192;626
24.06.2004;00.00.00;152;675
24.06.2004;01.00.00;63;783
24.06.2004;02.00.00;35;929
24.06.2004;03.00.00;-200;983
24.06.2004;04.00.00;21;1062
24.06.2004;05.00.00;41;1047
24.06.2004;06.00.00;48;1008
24.06.2004;07.00.00;102;824
24.06.2004;08.00.00;111;783
24.06.2004;09.00.00;93;864
24.06.2004;10.00.00;118;879
24.06.2004;11.00.00;93;874
24.06.2004;12.00.00;56;976
24.06.2004;13.00.00;51;939
24.06.2004;14.00.00;52;927
24.06.2004;15.00.00;59;942
24.06.2004;16.00.00;62;869
24.06.2004;17.00.00;85;889
24.06.2004;18.00.00;109;802
24.06.2004;19.00.00;168;695
24.06.2004;20.00.00;166;706
24.06.2004;21.00.00;149;594
24.06.2004;22.00.00;118;658
24.06.2004;23.00.00;160;601
25.06.2004;00.00.00;124;711
25.06.2004;01.00.00;95;750
25.06.2004;02.00.00;34;1030
25.06.2004;03.00.00;-200;1061
25.06.2004;04.00.00;45;1144
25.06.2004;05.00.00;35;1097
25.06.2004;06.00.00;141;818
25.06.2004;07.00.00;199;671
25.06.2004;08.00.00;224;649
25.06.2004;09.00.00;245;667
25.06.2004;10.00.00;153;858
25.06.2004;11.00.00;145;828
25.06.2004;12.00.00;130;808
25.06.2004;13.00.00;95;826
25.06.2004;14.00.00;88;882
25.06.2004;15.00.00;89;920
25.06.2004;16.00.00;127;802
25.06.2004;17.00.00;149;817
25.06.2004;18.00.00;170;813
25.06.2004;19.00.00;210;737
25.06.2004;20.00.00;230;763
25.06.2004;21.00.00;203;808
25.06.2004;22.00.00;174;765
25.06.2004;23.00.00;164;793
26.06.2004;00.00.00;76;975
26.06.2004;01.00.00;52;1006
26.06.2004;02.00.00;47;1036
26.06.2004;03.00.00;-200;1005
26.06.2004;04.00.00;37;1129
26.06.2004;05.00.00;41;1171
26.06.2004;06.00.00;74;960
26.06.2004;07.00.00;168;779
26.06.2004;08.00.00;176;728
26.06.2004;09.00.00;184;716
26.06.2004;10.00.00;187;761
26.06.2004;11.00.00;118;912
26.06.2004;12.00.00;89;918
26.06.2004;13.00.00;70;910
26.06.2004;14.00.00;51;1013
26.06.2004;15.00.00;52;1002
26.06.2004;16.00.00;70;935
26.06.2004;17.00.00;80;955
26.06.2004;18.00.00;90;917
26.06.2004;19.00.00;111;827
26.06.2004;20.00.00;107;861
26.06.2004;21.00.00;73;900
26.06.2004;22.00.00;75;827
26.06.2004;23.00.00;144;683
27.06.2004;00.00.00;120;728
27.06.2004;01.00.00;71;776
27.06.2004;02.00.00;40;873
27.06.2004;03.00.00;-200;848
27.06.2004;04.00.00;34;975
27.06.2004;05.00.00;27;1127
27.06.2004;06.00.00;30;1088
27.06.2004;07.00.00;40;1083
27.06.2004;08.00.00;56;913
27.06.2004;09.00.00;104;823
27.06.2004;10.00.00;121;782
27.06.2004;11.00.00;100;844
27.06.2004;12.00.00;59;991
27.06.2004;13.00.00;42;1195
27.06.2004;14.00.00;38;1175
27.06.2004;15.00.00;40;1163
27.06.2004;16.00.00;70;967
27.06.2004;17.00.00;95;916
27.06.2004;18.00.00;90;879
27.06.2004;19.00.00;90;799
27.06.2004;20.00.00;111;799
27.06.2004;21.00.00;135;761
27.06.2004;22.00.00;146;777
27.06.2004;23.00.00;100;830
28.06.2004;00.00.00;69;857
28.06.2004;01.00.00;47;952
28.06.2004;02.00.00;26;1049
28.06.2004;03.00.00;-200;1068
28.06.2004;04.00.00;24;1079
28.06.2004;05.00.00;55;1075
28.06.2004;06.00.00;47;984
28.06.2004;07.00.00;209;603
28.06.2004;08.00.00;348;503
28.06.2004;09.00.00;337;565
28.06.2004;10.00.00;280;671
28.06.2004;11.00.00;169;751
28.06.2004;12.00.00;126;770
28.06.2004;13.00.00;108;770
28.06.2004;14.00.00;93;793
28.06.2004;15.00.00;112;741
28.06.2004;16.00.00;110;772
28.06.2004;17.00.00;188;670
28.06.2004;18.00.00;203;640
28.06.2004;19.00.00;167;635
28.06.2004;20.00.00;116;687
28.06.2004;21.00.00;89;754
28.06.2004;22.00.00;103;744
28.06.2004;23.00.00;100;745
29.06.2004;00.00.00;86;780
29.06.2004;01.00.00;52;873
29.06.2004;02.00.00;27;980
29.06.2004;03.00.00;-200;1080
29.06.2004;04.00.00;35;1048
29.06.2004;05.00.00;42;1055
29.06.2004;06.00.00;57;928
29.06.2004;07.00.00;228;552
29.06.2004;08.00.00;350;459
29.06.2004;09.00.00;232;642
29.06.2004;10.00.00;206;663
29.06.2004;11.00.00;159;706
29.06.2004;12.00.00;184;682
29.06.2004;13.00.00;136;681
29.06.2004;14.00.00;124;726
29.06.2004;15.00.00;133;683
29.06.2004;16.00.00;156;636
29.06.2004;17.00.00;200;593
29.06.2004;18.00.00;202;568
29.06.2004;19.00.00;286;543
29.06.2004;20.00.00;141;664
29.06.2004;21.00.00;117;655
29.06.2004;22.00.00;110;687
29.06.2004;23.00.00;100;667
30.06.2004;00.00.00;112;658
30.06.2004;01.00.00;35;844
30.06.2004;02.00.00;33;850
30.06.2004;03.00.00;-200;952
30.06.2004;04.00.00;28;1052
30.06.2004;05.00.00;49;892
30.06.2004;06.00.00;81;797
30.06.2004;07.00.00;178;643
30.06.2004;08.00.00;223;628
30.06.2004;09.00.00;290;638
30.06.2004;10.00.00;274;642
30.06.2004;11.00.00;278;675
30.06.2004;12.00.00;152;698
30.06.2004;13.00.00;118;700
30.06.2004;14.00.00;141;723
30.06.2004;15.00.00;131;801
30.06.2004;16.00.00;171;747
30.06.2004;17.00.00;287;568
30.06.2004;18.00.00;267;506
30.06.2004;19.00.00;280;563
30.06.2004;20.00.00;224;641
30.06.2004;21.00.00;137;688
30.06.2004;22.00.00;118;688
30.06.2004;23.00.00;128;678
01.07.2004;00.00.00;111;696
01.07.2004;01.00.00;66;763
01.07.2004;02.00.00;36;918
01.07.2004;03.00.00;-200;1079
01.07.2004;04.00.00;31;1038
01.07.2004;05.00.00;75;879
01.07.2004;06.00.00;66;858
01.07.2004;07.00.00;154;625
01.07.2004;08.00.00;239;538
01.07.2004;09.00.00;246;628
01.07.2004;10.00.00;261;667
01.07.2004;11.00.00;179;767
01.07.2004;12.00.00;159;680
01.07.2004;13.00.00;111;710
01.07.2004;14.00.00;101;751
01.07.2004;15.00.00;118;723
01.07.2004;16.00.00;120;767
01.07.2004;17.00.00;177;651
01.07.2004;18.00.00;186;637
01.07.2004;19.00.00;235;580
01.07.2004;20.00.00;195;675
01.07.2004;21.00.00;106;778
01.07.2004;22.00.00;107;726
01.07.2004;23.00.00;134;648
02.07.2004;00.00.00;117;669
02.07.2004;01.00.00;83;736
02.07.2004;02.00.00;77;791
02.07.2004;03.00.00;-200;1010
02.07.2004;04.00.00;37;1043
02.07.2004;05.00.00;50;1046
02.07.2004;06.00.00;60;888
02.07.2004;07.00.00;179;620
02.07.2004;08.00.00;300;476
02.07.2004;09.00.00;263;595
02.07.2004;10.00.00;265;650
02.07.2004;11.00.00;164;777
02.07.2004;12.00.00;122;720
02.07.2004;13.00.00;125;730
02.07.2004;14.00.00;125;763
02.07.2004;15.00.00;115;745
02.07.2004;16.00.00;162;778
02.07.2004;17.00.00;149;804
02.07.2004;18.00.00;161;757
02.07.2004;19.00.00;201;739
02.07.2004;20.00.00;209;752
02.07.2004;21.00.00;133;817
02.07.2004;22.00.00;133;745
02.07.2004;23.00.00;134;780
03.07.2004;00.00.00;164;705
03.07.2004;01.00.00;72;854
03.07.2004;02.00.00;50;968
03.07.2004;03.00.00;-200;932
03.07.2004;04.00.00;27;1077
03.07.2004;05.00.00;74;964
03.07.2004;06.00.00;69;912
03.07.2004;07.00.00;162;722
03.07.2004;08.00.00;208;648
03.07.2004;09.00.00;168;712
03.07.2004;10.00.00;139;781
03.07.2004;11.00.00;104;872
03.07.2004;12.00.00;99;865
03.07.2004;13.00.00;89;946
03.07.2004;14.00.00;57;992
03.07.2004;15.00.00;64;1002
03.07.2004;16.00.00;65;930
03.07.2004;17.00.00;79;909
03.07.2004;18.00.00;80;942
03.07.2004;19.00.00;81;905
03.07.2004;20.00.00;59;864
03.07.2004;21.00.00;90;822
03.07.2004;22.00.00;122;728
03.07.2004;23.00.00;120;742
04.07.2004;00.00.00;126;660
04.07.2004;01.00.00;68;847
04.07.2004;02.00.00;65;816
04.07.2004;03.00.00;-200;846
04.07.2004;04.00.00;38;949
04.07.2004;05.00.00;31;971
04.07.2004;06.00.00;40;972
04.07.2004;07.00.00;36;968
04.07.2004;08.00.00;64;835
04.07.2004;09.00.00;56;859
04.07.2004;10.00.00;56;877
04.07.2004;11.00.00;43;939
04.07.2004;12.00.00;40;1007
04.07.2004;13.00.00;34;1076
04.07.2004;14.00.00;28;1185
04.07.2004;15.00.00;32;1109
04.07.2004;16.00.00;39;1106
04.07.2004;17.00.00;52;1102
04.07.2004;18.00.00;60;1064
04.07.2004;19.00.00;104;900
04.07.2004;20.00.00;102;866
04.07.2004;21.00.00;120;817
04.07.2004;22.00.00;89;853
04.07.2004;23.00.00;121;766
05.07.2004;00.00.00;107;790
05.07.2004;01.00.00;41;1034
05.07.2004;02.00.00;34;1075
05.07.2004;03.00.00;-200;1097
05.07.2004;04.00.00;41;1073
05.07.2004;05.00.00;38;1120
05.07.2004;06.00.00;59;906
05.07.2004;07.00.00;165;697
05.07.2004;08.00.00;287;519
05.07.2004;09.00.00;317;632
05.07.2004;10.00.00;330;691
05.07.2004;11.00.00;204;798
05.07.2004;12.00.00;189;778
05.07.2004;13.00.00;165;783
05.07.2004;14.00.00;139;813
05.07.2004;15.00.00;156;776
05.07.2004;16.00.00;130;791
05.07.2004;17.00.00;173;633
05.07.2004;18.00.00;302;584
05.07.2004;19.00.00;239;654
05.07.2004;20.00.00;139;732
05.07.2004;21.00.00;92;776
05.07.2004;22.00.00;104;738
05.07.2004;23.00.00;108;776
06.07.2004;00.00.00;107;752
06.07.2004;01.00.00;55;931
06.07.2004;02.00.00;43;965
06.07.2004;03.00.00;-200;1012
06.07.2004;04.00.00;23;1123
06.07.2004;05.00.00;65;931
06.07.2004;06.00.00;165;742
06.07.2004;07.00.00;274;565
06.07.2004;08.00.00;369;472
06.07.2004;09.00.00;308;611
06.07.2004;10.00.00;227;675
06.07.2004;11.00.00;178;693
06.07.2004;12.00.00;267;631
06.07.2004;13.00.00;278;657
06.07.2004;14.00.00;165;794
06.07.2004;15.00.00;172;789
06.07.2004;16.00.00;216;762
06.07.2004;17.00.00;306;661
06.07.2004;18.00.00;317;632
06.07.2004;19.00.00;251;654
06.07.2004;20.00.00;230;613
06.07.2004;21.00.00;154;737
06.07.2004;22.00.00;137;765
06.07.2004;23.00.00;133;681
07.07.2004;00.00.00;117;675
07.07.2004;01.00.00;106;773
07.07.2004;02.00.00;55;931
07.07.2004;03.00.00;-200;1046
07.07.2004;04.00.00;27;1073
07.07.2004;05.00.00;46;997
07.07.2004;06.00.00;144;740
07.07.2004;07.00.00;392;512
07.07.2004;08.00.00;358;496
07.07.2004;09.00.00;381;572
07.07.2004;10.00.00;261;730
07.07.2004;11.00.00;207;761
07.07.2004;12.00.00;155;741
07.07.2004;13.00.00;193;739
07.07.2004;14.00.00;195;743
07.07.2004;15.00.00;159;792
07.07.2004;16.00.00;120;799
07.07.2004;17.00.00;228;635
07.07.2004;18.00.00;348;599
07.07.2004;19.00.00;337;538
07.07.2004;20.00.00;282;597
07.07.2004;21.00.00;228;580
07.07.2004;22.00.00;168;620
07.07.2004;23.00.00;173;661
08.07.2004;00.00.00;87;749
08.07.2004;01.00.00;65;809
08.07.2004;02.00.00;43;853
08.07.2004;03.00.00;-200;910
08.07.2004;04.00.00;43;866
08.07.2004;05.00.00;66;839
08.07.2004;06.00.00;57;848
08.07.2004;07.00.00;231;603
08.07.2004;08.00.00;219;545
08.07.2004;09.00.00;288;596
08.07.2004;10.00.00;312;595
08.07.2004;11.00.00;361;587
08.07.2004;12.00.00;147;801
08.07.2004;13.00.00;111;819
08.07.2004;14.00.00;98;788
08.07.2004;15.00.00;156;673
08.07.2004;16.00.00;213;671
08.07.2004;17.00.00;250;628
08.07.2004;18.00.00;253;580
08.07.2004;19.00.00;317;487
08.07.2004;20.00.00;309;559
08.07.2004;21.00.00;201;648
08.07.2004;22.00.00;173;660
08.07.2004;23.00.00;156;628
09.07.2004;00.00.00;190;575
09.07.2004;01.00.00;129;564
09.07.2004;02.00.00;65;823
09.07.2004;03.00.00;-200;1070
09.07.2004;04.00.00;29;1144
09.07.2004;05.00.00;58;1011
