Date;Time;T;RH;AH
09.06.2004;02.00.00;22,3;50,6;1,3486
09.06.2004;03.00.00;22;50,5;1,3199
09.06.2004;04.00.00;20,8;54,4;1,3229
09.06.2004;05.00.00;20,3;56;1,3204
09.06.2004;06.00.00;20,5;54,8;1,3073
09.06.2004;07.00.00;21,7;50,6;1,2981
09.06.2004;08.00.00;23,4;46,1;1,3091
09.06.2004;09.00.00;25,1;43;1,3488
09.06.2004;10.00.00;30,1;32,8;1,3795
09.06.2004;11.00.00;34,7;25,9;1,4069
09.06.2004;12.00.00;37,2;23,2;1,4478
09.06.2004;13.00.00;39,5;18,3;1,2917
09.06.2004;14.00.00;40,6;15,3;1,1485
09.06.2004;15.00.00;40,3;16,1;1,1896
09.06.2004;16.00.00;40,3;14,2;1,0494
09.06.2004;17.00.00;39,6;16,7;1,1867
09.06.2004;18.00.00;37,3;23,4;1,4672
09.06.2004;19.00.00;33,7;27,7;1,4213
09.06.2004;20.00.00;30,7;32,2;1,3983
09.06.2004;21.00.00;28,4;35,7;1,3549
09.06.2004;22.00.00;26,5;38,6;1,3154
09.06.2004;23.00.00;25,4;40,1;1,2822
10.06.2004;00.00.00;24,1;43,3;1,2839
10.06.2004;01.00.00;23,9;45,6;1,3328
10.06.2004;02.00.00;22;52,8;1,3752
10.06.2004;03.00.00;20,7;56,1;1,3565
10.06.2004;04.00.00;20,1;57,3;1,3352
10.06.2004;05.00.00;19,5;59,4;1,3328
10.06.2004;06.00.00;20;56,6;1,3095
10.06.2004;07.00.00;21,7;53,9;1,3848
10.06.2004;08.00.00;23,7;49;1,4152
10.06.2004;09.00.00;25,9;44,3;1,4544
10.06.2004;10.00.00;30,1;34,3;1,4414
10.06.2004;11.00.00;33,5;27,2;1,3859
10.06.2004;12.00.00;35,4;26,1;1,4806
10.06.2004;13.00.00;37,9;23,2;1,502
10.06.2004;14.00.00;39,7;18,7;1,3306
10.06.2004;15.00.00;40,4;17,2;1,2774
10.06.2004;16.00.00;40;18,8;1,363
10.06.2004;17.00.00;38,9;18,8;1,29
10.06.2004;18.00.00;35,8;22,1;1,2792
10.06.2004;19.00.00;33,1;25,9;1,2923
10.06.2004;20.00.00;30,9;28,2;1,2388
10.06.2004;21.00.00;27,5;32,6;1,176
10.06.2004;22.00.00;26,3;34,3;1,1605
10.06.2004;23.00.00;25,5;34,1;1,0968
11.06.2004;00.00.00;24,7;39,3;1,2065
11.06.2004;01.00.00;24,2;39,5;1,1764
11.06.2004;02.00.00;24,8;37,8;1,1639
11.06.2004;03.00.00;22,7;43,8;1,1952
11.06.2004;04.00.00;22;44,3;1,1553
11.06.2004;05.00.00;19,3;51,4;1,1364
11.06.2004;06.00.00;19,8;50,4;1,1525
11.06.2004;07.00.00;20,5;48,2;1,1474
11.06.2004;08.00.00;22,8;42,7;1,1667
11.06.2004;09.00.00;25,6;35,8;1,1548
11.06.2004;10.00.00;30;27,5;1,1509
11.06.2004;11.00.00;34,4;21;1,1248
11.06.2004;12.00.00;35,9;19,6;1,1422
11.06.2004;13.00.00;37,2;18,2;1,1389
11.06.2004;14.00.00;37,3;16,6;1,0435
11.06.2004;15.00.00;37,4;14,9;0,9413
11.06.2004;16.00.00;36,4;15,1;0,9005
11.06.2004;17.00.00;35,4;14,7;0,8323
11.06.2004;18.00.00;34,2;14,2;0,7502
11.06.2004;19.00.00;31,1;18,7;0,8302
11.06.2004;20.00.00;29,1;22;0,8702
11.06.2004;21.00.00;27,2;22,5;0,7962
11.06.2004;22.00.00;25,3;24,6;0,7796
11.06.2004;23.00.00;24,9;27,2;0,8429
12.06.2004;00.00.00;23,5;32,2;0,922
12.06.2004;01.00.00;23,5;32,7;0,9349
12.06.2004;02.00.00;24,1;32;0,9467
12.06.2004;03.00.00;22,6;34,8;0,9441
12.06.2004;04.00.00;20,8;40,2;0,9725
12.06.2004;05.00.00;18,8;46,6;1,0027
12.06.2004;06.00.00;19,8;46;1,0524
12.06.2004;07.00.00;21,3;42,3;1,0625
12.06.2004;08.00.00;21,3;41,8;1,0449
12.06.2004;09.00.00;24;36,6;1,0772
12.06.2004;10.00.00;27,2;30,7;1,0884
12.06.2004;11.00.00;32,3;23,6;1,1271
12.06.2004;12.00.00;31,9;25,8;1,2023
12.06.2004;13.00.00;35,1;21,8;1,2093
12.06.2004;14.00.00;36;20,5;1,1995
12.06.2004;15.00.00;37;20,1;1,2423
12.06.2004;16.00.00;36,4;21;1,2515
12.06.2004;17.00.00;35,2;22,6;1,267
12.06.2004;18.00.00;32,5;27,6;1,3229
12.06.2004;19.00.00;29,1;35,1;1,3919
12.06.2004;20.00.00;26,9;39,7;1,3898
12.06.2004;21.00.00;26,1;42,2;1,4039
12.06.2004;22.00.00;25,5;43,8;1,4095
12.06.2004;23.00.00;24,9;45,6;1,4135
13.06.2004;00.00.00;25,2;45,2;1,4262
13.06.2004;01.00.00;25,4;45,5;1,457
13.06.2004;02.00.00;26,2;43,6;1,4599
13.06.2004;03.00.00;24,3;48,2;1,4476
13.06.2004;04.00.00;24,4;48,3;1,4499
13.06.2004;05.00.00;23,3;51;1,4346
13.06.2004;06.00.00;21,6;48,1;1,2259
13.06.2004;07.00.00;21,4;47,8;1,2005
13.06.2004;08.00.00;20,5;46,8;1,1152
13.06.2004;09.00.00;20,8;40,7;0,9882
13.06.2004;10.00.00;22,3;35,3;0,9371
13.06.2004;11.00.00;21,7;38,3;0,9842
13.06.2004;12.00.00;24,4;29,6;0,8921
13.06.2004;13.00.00;23,4;34,9;0,991
13.06.2004;14.00.00;23,5;35,2;1,0019
13.06.2004;15.00.00;22,4;39;1,04
13.06.2004;16.00.00;22;41,7;1,0865
13.06.2004;17.00.00;21,7;42,7;1,0949
13.06.2004;18.00.00;20,7;43,4;1,047
13.06.2004;19.00.00;20,3;42,6;1,0045
13.06.2004;20.00.00;20,3;44,1;1,0392
13.06.2004;21.00.00;20,1;45,2;1,0538
13.06.2004;22.00.00;19,8;45,7;1,0424
13.06.2004;23.00.00;19,6;45,3;1,0244
14.06.2004;00.00.00;19,4;45,9;1,0242
14.06.2004;01.00.00;19,7;44,8;1,0172
14.06.2004;02.00.00;19,5;46,3;1,0363
14.06.2004;03.00.00;19;49;1,063
14.06.2004;04.00.00;19,1;50,7;1,109
14.06.2004;05.00.00;19,1;52,7;1,1545
14.06.2004;06.00.00;20,3;49,3;1,1596
14.06.2004;07.00.00;21,1;46,2;1,1389
14.06.2004;08.00.00;21,5;44,5;1,129
14.06.2004;09.00.00;22,4;43,6;1,1637
14.06.2004;10.00.00;24,8;39,1;1,2039
14.06.2004;11.00.00;23,9;42,1;1,2335
14.06.2004;12.00.00;25,5;38,3;1,2328
14.06.2004;13.00.00;25,4;39,2;1,2534
14.06.2004;14.00.00;25,6;37;1,2006
14.06.2004;15.00.00;24,5;38,4;1,1669
14.06.2004;16.00.00;23,9;39,9;1,1639
14.06.2004;17.00.00;24,2;39,2;1,1665
14.06.2004;18.00.00;23,5;41,2;1,1759
14.06.2004;19.00.00;22,3;44,9;1,1973
14.06.2004;20.00.00;21,7;46,5;1,1917
14.06.2004;21.00.00;22;44,9;1,1699
14.06.2004;22.00.00;22,2;44,1;1,1654
14.06.2004;23.00.00;21,8;45,6;1,1763
15.06.2004;00.00.00;21,6;46;1,1742
15.06.2004;01.00.00;21,6;45,8;1,1715
15.06.2004;02.00.00;20,7;48,3;1,168
15.06.2004;03.00.00;21;47,1;1,1546
15.06.2004;04.00.00;20,8;48,5;1,18
15.06.2004;05.00.00;20,8;49,4;1,1994
15.06.2004;06.00.00;19,9;51,8;1,1911
15.06.2004;07.00.00;20,9;49,3;1,2049
15.06.2004;08.00.00;23,7;39,9;1,1508
15.06.2004;09.00.00;25,3;35,8;1,1421
15.06.2004;10.00.00;28,8;29,1;1,1349
15.06.2004;11.00.00;30,3;26,9;1,1399
15.06.2004;12.00.00;32,8;23,3;1,138
15.06.2004;13.00.00;33,9;21,4;1,1135
15.06.2004;14.00.00;35,3;19,6;1,1036
15.06.2004;15.00.00;34;20,8;1,0898
15.06.2004;16.00.00;35,3;18,8;1,0572
15.06.2004;17.00.00;32,6;24,1;1,1688
15.06.2004;18.00.00;30,8;28,7;1,2507
15.06.2004;19.00.00;28,7;31,2;1,2099
15.06.2004;20.00.00;26,8;35,1;1,2201
15.06.2004;21.00.00;25,3;39,4;1,2524
15.06.2004;22.00.00;23,9;40,9;1,1966
15.06.2004;23.00.00;23;44,4;1,2354
16.06.2004;00.00.00;22,2;53,9;1,4237
16.06.2004;01.00.00;20,9;59,8;1,4659
16.06.2004;02.00.00;21,3;58,1;1,457
16.06.2004;03.00.00;20,8;58,4;1,4189
16.06.2004;04.00.00;20,3;58,9;1,3878
16.06.2004;05.00.00;21,3;54,5;1,3682
16.06.2004;06.00.00;20,6;57,4;1,3753
16.06.2004;07.00.00;21,3;56,9;1,4226
16.06.2004;08.00.00;22,9;52,4;1,4442
16.06.2004;09.00.00;24,1;46,5;1,3802
16.06.2004;10.00.00;27,1;38,8;1,3705
16.06.2004;11.00.00;28,4;34,4;1,314
16.06.2004;12.00.00;30,1;30,9;1,2958
16.06.2004;13.00.00;32,7;25,8;1,2547
16.06.2004;14.00.00;32,4;25,7;1,2271
16.06.2004;15.00.00;33,6;24,4;1,2472
16.06.2004;16.00.00;33;26;1,2877
16.06.2004;17.00.00;33,2;23,7;1,1855
16.06.2004;18.00.00;31,3;25,4;1,1415
16.06.2004;19.00.00;28,3;31,7;1,1968
16.06.2004;20.00.00;26,5;35;1,1981
16.06.2004;21.00.00;24,4;40;1,2079
16.06.2004;22.00.00;23,3;43,4;1,2251
16.06.2004;23.00.00;22,5;45,3;1,2226
17.06.2004;00.00.00;21,8;47,8;1,2325
17.06.2004;01.00.00;20,9;51;1,2446
17.06.2004;02.00.00;20,8;51,7;1,2572
17.06.2004;03.00.00;19,3;57,1;1,2661
17.06.2004;04.00.00;18,8;58,6;1,2581
17.06.2004;05.00.00;20,2;53,8;1,2569
17.06.2004;06.00.00;18,3;60,8;1,2635
17.06.2004;07.00.00;20,2;54,5;1,2777
17.06.2004;08.00.00;21,9;49,9;1,2957
17.06.2004;09.00.00;25,2;43;1,3548
17.06.2004;10.00.00;28;36,6;1,3603
17.06.2004;11.00.00;27,1;38,3;1,3548
17.06.2004;12.00.00;27,4;37;1,3319
17.06.2004;13.00.00;29,4;32,9;1,3244
17.06.2004;14.00.00;31,3;28,7;1,2885
17.06.2004;15.00.00;31,5;28,7;1,3058
17.06.2004;16.00.00;30,9;30,3;1,3306
17.06.2004;17.00.00;31,4;30,3;1,3689
17.06.2004;18.00.00;30,7;31,4;1,3686
17.06.2004;19.00.00;29;33,4;1,3169
17.06.2004;20.00.00;27,3;37,5;1,342
17.06.2004;21.00.00;25,8;40,9;1,3389
17.06.2004;22.00.00;25,2;43;1,358
17.06.2004;23.00.00;24,6;45,8;1,394
18.06.2004;00.00.00;24;47,3;1,3914
18.06.2004;01.00.00;23,5;48,3;1,3777
18.06.2004;02.00.00;24;45,8;1,3467
18.06.2004;03.00.00;22,2;50,7;1,3405
18.06.2004;04.00.00;22,8;48,1;1,3184
18.06.2004;05.00.00;21,9;50,1;1,3002
18.06.2004;06.00.00;20,4;54,1;1,28
18.06.2004;07.00.00;20,8;52,6;1,2758
18.06.2004;08.00.00;22,8;47,9;1,3156
18.06.2004;09.00.00;25,2;42,9;1,3552
18.06.2004;10.00.00;29,3;34,8;1,397
18.06.2004;11.00.00;33,3;27,8;1,4013
18.06.2004;12.00.00;34,9;24,9;1,363
18.06.2004;13.00.00;36,1;22,7;1,3324
18.06.2004;14.00.00;37,6;21,1;1,3478
18.06.2004;15.00.00;37,3;21,9;1,3761
18.06.2004;16.00.00;37,2;21,6;1,3514
18.06.2004;17.00.00;35,6;23,4;1,341
18.06.2004;18.00.00;33,1;24,3;1,2087
18.06.2004;19.00.00;30,5;29,5;1,2635
18.06.2004;20.00.00;28,7;35,8;1,3834
18.06.2004;21.00.00;26,6;42,2;1,4452
18.06.2004;22.00.00;25,2;46,6;1,4733
18.06.2004;23.00.00;24,7;47,7;1,4649
19.06.2004;00.00.00;24,4;47,4;1,4301
19.06.2004;01.00.00;23,3;49,9;1,4135
19.06.2004;02.00.00;23,8;47,3;1,3783
19.06.2004;03.00.00;22,9;50,2;1,3808
19.06.2004;04.00.00;21,2;55;1,3689
19.06.2004;05.00.00;21,7;52,6;1,35
19.06.2004;06.00.00;22,8;48,9;1,3424
19.06.2004;07.00.00;23,5;47,6;1,3611
19.06.2004;08.00.00;24,6;44,9;1,3661
19.06.2004;09.00.00;27;39,9;1,402
19.06.2004;10.00.00;29,3;35,9;1,4411
19.06.2004;11.00.00;31,2;32,4;1,4517
19.06.2004;12.00.00;34,4;26,6;1,423
19.06.2004;13.00.00;36,1;22,1;1,3004
19.06.2004;14.00.00;-200;-200;-200
19.06.2004;15.00.00;-200;-200;-200
19.06.2004;16.00.00;-200;-200;-200
19.06.2004;17.00.00;-200;-200;-200
19.06.2004;18.00.00;-200;-200;-200
19.06.2004;19.00.00;-200;-200;-200
19.06.2004;20.00.00;-200;-200;-200
19.06.2004;21.00.00;-200;-200;-200
19.06.2004;22.00.00;-200;-200;-200
19.06.2004;23.00.00;-200;-200;-200
20.06.2004;00.00.00;-200;-200;-200
20.06.2004;01.00.00;-200;-200;-200
20.06.2004;02.00.00;-200;-200;-200
20.06.2004;03.00.00;-200;-200;-200
20.06.2004;04.00.00;-200;-200;-200
20.06.2004;05.00.00;-200;-200;-200
20.06.2004;06.00.00;-200;-200;-200
20.06.2004;07.00.00;-200;-200;-200
20.06.2004;08.00.00;-200;-200;-200
20.06.2004;09.00.00;-200;-200;-200
20.06.2004;10.00.00;-200;-200;-200
20.06.2004;11.00.00;-200;-200;-200
20.06.2004;12.00.00;-200;-200;-200
20.06.2004;13.00.00;-200;-200;-200
20.06.2004;14.00.00;-200;-200;-200
20.06.2004;15.00.00;-200;-200;-200
20.06.2004;16.00.00;-200;-200;-200
20.06.2004;17.00.00;-200;-200;-200
20.06.2004;18.00.00;-200;-200;-200
20.06.2004;19.00.00;-200;-200;-200
20.06.2004;20.00.00;-200;-200;-200
20.06.2004;21.00.00;-200;-200;-200
20.06.2004;22.00.00;-200;-200;-200
20.06.2004;23.00.00;-200;-200;-200
21.06.2004;00.00.00;-200;-200;-200
21.06.2004;01.00.00;-200;-200;-200
21.06.2004;02.00.00;-200;-200;-200
21.06.2004;03.00.00;-200;-200;-200
21.06.2004;04.00.00;18,9;55,2;1,1895
21.06.2004;05.00.00;18,2;57,6;1,193
21.06.2004;06.00.00;18,6;56;1,1865
21.06.2004;07.00.00;20,8;48;1,1702
21.06.2004;08.00.00;23,3;38,6;1,0919
21.06.2004;09.00.00;25,1;32,4;1,017
21.06.2004;10.00.00;27,8;25,8;0,9473
21.06.2004;11.00.00;29,6;21;0,8548
21.06.2004;12.00.00;30,2;18;0,7613
21.06.2004;13.00.00;30,1;18,5;0,7747
21.06.2004;14.00.00;29,5;19,4;0,7872
21.06.2004;15.00.00;31,1;18,2;0,8079
21.06.2004;16.00.00;30,3;19;0,8103
21.06.2004;17.00.00;30,1;19,3;0,8083
21.06.2004;18.00.00;28,6;22,3;0,859
21.06.2004;19.00.00;26,1;28,3;0,9407
21.06.2004;20.00.00;24,5;35,7;1,0807
21.06.2004;21.00.00;23,1;41,5;1,1582
21.06.2004;22.00.00;21,8;46,3;1,1913
21.06.2004;23.00.00;20,9;48,9;1,1945
22.06.2004;00.00.00;20,5;49,9;1,1903
22.06.2004;01.00.00;20;50,9;1,1794
22.06.2004;02.00.00;22,1;44,3;1,1665
22.06.2004;03.00.00;21;47,5;1,1666
22.06.2004;04.00.00;19,8;50,3;1,1444
22.06.2004;05.00.00;19;52,8;1,1489
22.06.2004;06.00.00;17,8;56,5;1,1375
22.06.2004;07.00.00;18,2;55,8;1,1529
22.06.2004;08.00.00;20,6;47,7;1,1448
22.06.2004;09.00.00;22,8;41,9;1,1496
22.06.2004;10.00.00;27,1;31,7;1,1147
22.06.2004;11.00.00;30,4;26,4;1,131
22.06.2004;12.00.00;31,1;26,2;1,1647
22.06.2004;13.00.00;31,4;25,3;1,1444
22.06.2004;14.00.00;30,8;26,7;1,168
22.06.2004;15.00.00;31,8;25,6;1,1868
22.06.2004;16.00.00;33,5;22,9;1,1649
22.06.2004;17.00.00;33,1;23,5;1,1673
22.06.2004;18.00.00;31,7;25,9;1,1883
22.06.2004;19.00.00;29;30,4;1,2013
22.06.2004;20.00.00;27,4;33,6;1,2095
22.06.2004;21.00.00;25,2;36,4;1,1528
22.06.2004;22.00.00;24;39,6;1,1662
22.06.2004;23.00.00;23,8;39,6;1,1558
23.06.2004;00.00.00;22,9;43,6;1,1974
23.06.2004;01.00.00;22,8;43,9;1,202
23.06.2004;02.00.00;21,8;47,3;1,2189
23.06.2004;03.00.00;21,7;47,3;1,2135
23.06.2004;04.00.00;20,8;50,3;1,2207
23.06.2004;05.00.00;21,7;46,8;1,2031
23.06.2004;06.00.00;20,3;52,3;1,2367
23.06.2004;07.00.00;20,5;52,3;1,245
23.06.2004;08.00.00;21,7;49,6;1,2673
23.06.2004;09.00.00;24;43,1;1,2677
23.06.2004;10.00.00;28,5;31,7;1,2144
23.06.2004;11.00.00;32,2;25,1;1,189
23.06.2004;12.00.00;34,9;20,5;1,1279
23.06.2004;13.00.00;35,4;19,9;1,1222
23.06.2004;14.00.00;34,4;22,5;1,205
23.06.2004;15.00.00;34,8;22,8;1,2488
23.06.2004;16.00.00;34,3;22,4;1,1907
23.06.2004;17.00.00;32,5;25,3;1,2165
23.06.2004;18.00.00;31,3;27,3;1,2234
23.06.2004;19.00.00;30,2;29;1,2224
23.06.2004;20.00.00;28,5;33,3;1,2775
23.06.2004;21.00.00;27,3;35,3;1,2606
23.06.2004;22.00.00;26,1;37,8;1,2575
23.06.2004;23.00.00;24,7;47,1;1,44
24.06.2004;00.00.00;23,6;59,8;1,7193
24.06.2004;01.00.00;23,3;60,5;1,706
24.06.2004;02.00.00;23,3;59,4;1,6753
24.06.2004;03.00.00;22,9;57,7;1,5902
24.06.2004;04.00.00;23,7;53,5;1,546
24.06.2004;05.00.00;21,2;60,9;1,5092
24.06.2004;06.00.00;22,1;56,2;1,48
24.06.2004;07.00.00;21,9;57;1,4742
24.06.2004;08.00.00;24,7;45,9;1,4061
24.06.2004;09.00.00;27;40,8;1,4286
24.06.2004;10.00.00;29,1;37,4;1,4833
24.06.2004;11.00.00;31,1;32,4;1,4351
24.06.2004;12.00.00;31,9;30,3;1,4125
24.06.2004;13.00.00;32,8;28,9;1,412
24.06.2004;14.00.00;33,4;27,8;1,4119
24.06.2004;15.00.00;35,3;23,7;1,3331
24.06.2004;16.00.00;35,8;22,4;1,2915
24.06.2004;17.00.00;35,3;20,8;1,1664
24.06.2004;18.00.00;33,3;23,9;1,2085
24.06.2004;19.00.00;30,3;30,8;1,3044
24.06.2004;20.00.00;28,3;34,5;1,3084
24.06.2004;21.00.00;27,1;38,9;1,3758
24.06.2004;22.00.00;25,4;43,2;1,3805
24.06.2004;23.00.00;24,6;45,3;1,3767
25.06.2004;00.00.00;23,7;46;1,3346
25.06.2004;01.00.00;23;48,1;1,3322
25.06.2004;02.00.00;24,8;43,4;1,3366
25.06.2004;03.00.00;23,1;47,4;1,3208
25.06.2004;04.00.00;21,7;50,2;1,2917
25.06.2004;05.00.00;21,9;50,7;1,3138
25.06.2004;06.00.00;20,1;57;1,3216
25.06.2004;07.00.00;21,5;51,8;1,3129
25.06.2004;08.00.00;22,9;48,7;1,3416
25.06.2004;09.00.00;25,7;41;1,3351
25.06.2004;10.00.00;29,9;33,2;1,3793
25.06.2004;11.00.00;32,9;28;1,3789
25.06.2004;12.00.00;34;25,6;1,3363
25.06.2004;13.00.00;34,7;22,6;1,2297
25.06.2004;14.00.00;35,5;20,3;1,1586
25.06.2004;15.00.00;35,9;18,8;1,0912
25.06.2004;16.00.00;36,2;18,6;1,0945
25.06.2004;17.00.00;35,4;15,3;0,8613
25.06.2004;18.00.00;32,9;15,5;0,7649
25.06.2004;19.00.00;29,9;19,8;0,8211
25.06.2004;20.00.00;28,1;22,4;0,8394
25.06.2004;21.00.00;26,1;24,7;0,8233
25.06.2004;22.00.00;25;28,7;0,8944
25.06.2004;23.00.00;24,3;31;0,9268
26.06.2004;00.00.00;24;31,2;0,919
26.06.2004;01.00.00;22,4;34,9;0,9362
26.06.2004;02.00.00;21,2;37,6;0,9355
26.06.2004;03.00.00;19,5;42,3;0,9461
26.06.2004;04.00.00;21,2;39,4;0,9802
26.06.2004;05.00.00;19,5;42,4;0,9515
26.06.2004;06.00.00;18,6;45,8;0,9723
26.06.2004;07.00.00;19,7;44,1;1,0039
26.06.2004;08.00.00;21,9;39,4;1,0243
26.06.2004;09.00.00;24,5;34,3;1,0407
26.06.2004;10.00.00;30;25,6;1,0674
26.06.2004;11.00.00;34,5;18,9;1,0168
26.06.2004;12.00.00;36,3;17,5;1,0411
26.06.2004;13.00.00;37,7;16;1,0231
26.06.2004;14.00.00;38,3;15,8;1,0465
26.06.2004;15.00.00;38,4;17,5;1,1609
26.06.2004;16.00.00;37,2;20,5;1,2813
26.06.2004;17.00.00;34;26,4;1,3781
26.06.2004;18.00.00;32,3;30,4;1,445
26.06.2004;19.00.00;30,5;33,9;1,4564
26.06.2004;20.00.00;29,2;37,8;1,5098
26.06.2004;21.00.00;28,4;39,1;1,4881
26.06.2004;22.00.00;27,7;40,6;1,4828
26.06.2004;23.00.00;27,2;42,5;1,5069
27.06.2004;00.00.00;26,5;44,8;1,528
27.06.2004;01.00.00;25,5;47,6;1,5318
27.06.2004;02.00.00;25,2;47,8;1,5076
27.06.2004;03.00.00;23,2;53,7;1,5046
27.06.2004;04.00.00;23,2;52,3;1,4668
27.06.2004;05.00.00;24;50,3;1,4811
27.06.2004;06.00.00;23,5;51,2;1,4634
27.06.2004;07.00.00;23,5;50,8;1,452
27.06.2004;08.00.00;24,7;47,6;1,4597
27.06.2004;09.00.00;27,2;41,1;1,4611
27.06.2004;10.00.00;31;32,4;1,4294
27.06.2004;11.00.00;35,2;24,8;1,3854
27.06.2004;12.00.00;37,8;18,5;1,1977
27.06.2004;13.00.00;39;15,1;1,0424
27.06.2004;14.00.00;41,3;12,8;0,9933
27.06.2004;15.00.00;41,8;11,9;0,9476
27.06.2004;16.00.00;42,2;14,2;1,1609
27.06.2004;17.00.00;41,4;15,5;1,2089
27.06.2004;18.00.00;38,9;21,4;1,4605
27.06.2004;19.00.00;34,3;26;1,3865
27.06.2004;20.00.00;32,7;27,7;1,3439
27.06.2004;21.00.00;30,5;30,4;1,3031
27.06.2004;22.00.00;29;33,6;1,3277
27.06.2004;23.00.00;28,2;36,6;1,3781
28.06.2004;00.00.00;27,2;38,9;1,3821
28.06.2004;01.00.00;26,7;40;1,3754
28.06.2004;02.00.00;26;41,2;1,3598
28.06.2004;03.00.00;22,8;50,1;1,3677
28.06.2004;04.00.00;24;46,6;1,37
28.06.2004;05.00.00;24;46,4;1,3689
28.06.2004;06.00.00;23,7;47,1;1,3602
28.06.2004;07.00.00;23,6;47,3;1,3634
28.06.2004;08.00.00;25,5;43,1;1,3891
28.06.2004;09.00.00;28,5;36,8;1,4128
28.06.2004;10.00.00;32,6;28;1,3566
28.06.2004;11.00.00;36,3;23,4;1,3902
28.06.2004;12.00.00;37,5;21,5;1,3673
28.06.2004;13.00.00;39,6;19;1,3447
28.06.2004;14.00.00;40,1;19,3;1,4013
28.06.2004;15.00.00;40,4;20;1,4854
28.06.2004;16.00.00;39,9;20,1;1,4495
28.06.2004;17.00.00;39,1;19,6;1,3542
28.06.2004;18.00.00;37;21,9;1,3503
28.06.2004;19.00.00;33,9;26,8;1,3899
28.06.2004;20.00.00;31,9;30,6;1,4201
28.06.2004;21.00.00;29,7;33,9;1,3874
28.06.2004;22.00.00;28,6;36,8;1,416
28.06.2004;23.00.00;27,8;38,7;1,4187
29.06.2004;00.00.00;27,8;40;1,4691
29.06.2004;01.00.00;27,5;41,3;1,4962
29.06.2004;02.00.00;27,3;41,6;1,4906
29.06.2004;03.00.00;26;44,2;1,4657
29.06.2004;04.00.00;24,8;48;1,4857
29.06.2004;05.00.00;25,9;45,1;1,4889
29.06.2004;06.00.00;25,3;47,6;1,5108
29.06.2004;07.00.00;24,7;49,5;1,5201
29.06.2004;08.00.00;27,1;43,1;1,5224
29.06.2004;09.00.00;28,3;39,8;1,5053
29.06.2004;10.00.00;32,4;32,3;1,5484
29.06.2004;11.00.00;35,4;27,8;1,5733
29.06.2004;12.00.00;35,5;27,4;1,5635
29.06.2004;13.00.00;37,8;24,4;1,5722
29.06.2004;14.00.00;37,2;25,5;1,5914
29.06.2004;15.00.00;37,2;25,6;1,6014
29.06.2004;16.00.00;38;25;1,6312
29.06.2004;17.00.00;37,1;26,9;1,6635
29.06.2004;18.00.00;36,9;27,8;1,7099
29.06.2004;19.00.00;34,7;31,9;1,7325
29.06.2004;20.00.00;31,9;38,4;1,7897
29.06.2004;21.00.00;30,5;42,3;1,8173
29.06.2004;22.00.00;29,3;45,8;1,8362
29.06.2004;23.00.00;28,2;48,1;1,8144
30.06.2004;00.00.00;27,3;51;1,8287
30.06.2004;01.00.00;26,8;52,4;1,8141
30.06.2004;02.00.00;26;54,9;1,8141
30.06.2004;03.00.00;26,8;51,9;1,8058
30.06.2004;04.00.00;26,9;51,8;1,805
30.06.2004;05.00.00;24,6;59,1;1,8013
30.06.2004;06.00.00;26,4;53,1;1,7987
30.06.2004;07.00.00;27,3;46,4;1,6542
30.06.2004;08.00.00;28,4;40,4;1,5442
30.06.2004;09.00.00;30,8;37,1;1,6169
30.06.2004;10.00.00;34,2;30,7;1,6252
30.06.2004;11.00.00;37;26,5;1,6352
30.06.2004;12.00.00;36,6;27,8;1,676
30.06.2004;13.00.00;36,9;26,9;1,6477
30.06.2004;14.00.00;39,3;22,2;1,552
30.06.2004;15.00.00;38,5;22,4;1,5018
30.06.2004;16.00.00;39,7;20,4;1,4594
30.06.2004;17.00.00;38,8;24,2;1,6433
30.06.2004;18.00.00;33,5;38;1,939
30.06.2004;19.00.00;34;32,9;1,7251
30.06.2004;20.00.00;31,9;33,7;1,5663
30.06.2004;21.00.00;30,2;37,6;1,587
30.06.2004;22.00.00;28,9;41;1,6096
30.06.2004;23.00.00;27,8;45,2;1,6604
01.07.2004;00.00.00;27,1;47,4;1,6701
01.07.2004;01.00.00;26,2;49,4;1,6555
01.07.2004;02.00.00;26,9;49,3;1,7196
01.07.2004;03.00.00;26,3;50,8;1,7058
01.07.2004;04.00.00;24,9;54,6;1,6908
01.07.2004;05.00.00;23,4;58,6;1,6651
01.07.2004;06.00.00;24,4;55,2;1,6604
01.07.2004;07.00.00;25,1;54,3;1,7057
01.07.2004;08.00.00;26,6;51,2;1,7565
01.07.2004;09.00.00;28,2;47,1;1,7752
01.07.2004;10.00.00;31,6;39,4;1,7969
01.07.2004;11.00.00;34,2;31,8;1,6837
01.07.2004;12.00.00;36,6;27,1;1,6352
01.07.2004;13.00.00;37,6;26,9;1,715
01.07.2004;14.00.00;38,1;26,3;1,7213
01.07.2004;15.00.00;37,8;26,9;1,7392
01.07.2004;16.00.00;37,8;22,7;1,4653
01.07.2004;17.00.00;36,9;24,7;1,5134
01.07.2004;18.00.00;34,5;28,5;1,531
01.07.2004;19.00.00;32,5;30,9;1,4875
01.07.2004;20.00.00;30,9;30,4;1,338
01.07.2004;21.00.00;28,7;34,7;1,3457
01.07.2004;22.00.00;27,7;39,3;1,4372
01.07.2004;23.00.00;26,8;45,1;1,5645
02.07.2004;00.00.00;26,1;45,3;1,5115
02.07.2004;01.00.00;25,9;46,1;1,5174
02.07.2004;02.00.00;25,3;47,6;1,513
