Date;Time;PT08.S2(NMHC)
29.05.2004;10.00.00;721
29.05.2004;11.00.00;740
29.05.2004;12.00.00;810
29.05.2004;13.00.00;755
29.05.2004;14.00.00;699
29.05.2004;15.00.00;719
29.05.2004;16.00.00;767
29.05.2004;17.00.00;792
29.05.2004;18.00.00;803
29.05.2004;19.00.00;856
29.05.2004;20.00.00;893
29.05.2004;21.00.00;834
29.05.2004;22.00.00;918
29.05.2004;23.00.00;1106
30.05.2004;00.00.00;1110
30.05.2004;01.00.00;945
30.05.2004;02.00.00;835
30.05.2004;03.00.00;822
30.05.2004;04.00.00;774
30.05.2004;05.00.00;661
30.05.2004;06.00.00;645
30.05.2004;07.00.00;690
30.05.2004;08.00.00;635
30.05.2004;09.00.00;653
30.05.2004;10.00.00;696
30.05.2004;11.00.00;697
30.05.2004;12.00.00;719
30.05.2004;13.00.00;626
30.05.2004;14.00.00;637
30.05.2004;15.00.00;723
30.05.2004;16.00.00;819
30.05.2004;17.00.00;774
30.05.2004;18.00.00;885
30.05.2004;19.00.00;930
30.05.2004;20.00.00;980
30.05.2004;21.00.00;971
30.05.2004;22.00.00;916
30.05.2004;23.00.00;784
31.05.2004;00.00.00;728
31.05.2004;01.00.00;751
31.05.2004;02.00.00;588
31.05.2004;03.00.00;539
31.05.2004;04.00.00;528
31.05.2004;05.00.00;609
31.05.2004;06.00.00;834
31.05.2004;07.00.00;1123
31.05.2004;08.00.00;1369
31.05.2004;09.00.00;1188
31.05.2004;10.00.00;1120
31.05.2004;11.00.00;1069
31.05.2004;12.00.00;1088
31.05.2004;13.00.00;1122
31.05.2004;14.00.00;1110
31.05.2004;15.00.00;1054
31.05.2004;16.00.00;1171
31.05.2004;17.00.00;1336
31.05.2004;18.00.00;1429
31.05.2004;19.00.00;1199
31.05.2004;20.00.00;1003
31.05.2004;21.00.00;878
31.05.2004;22.00.00;781
31.05.2004;23.00.00;834
01.06.2004;00.00.00;750
01.06.2004;01.00.00;644
01.06.2004;02.00.00;583
01.06.2004;03.00.00;505
01.06.2004;04.00.00;529
01.06.2004;05.00.00;613
01.06.2004;06.00.00;816
01.06.2004;07.00.00;1067
01.06.2004;08.00.00;1283
01.06.2004;09.00.00;1156
01.06.2004;10.00.00;1051
01.06.2004;11.00.00;1063
01.06.2004;12.00.00;1178
01.06.2004;13.00.00;1171
01.06.2004;14.00.00;1100
01.06.2004;15.00.00;1065
01.06.2004;16.00.00;1213
01.06.2004;17.00.00;1351
01.06.2004;18.00.00;1292
01.06.2004;19.00.00;1501
01.06.2004;20.00.00;1289
01.06.2004;21.00.00;1169
01.06.2004;22.00.00;1048
01.06.2004;23.00.00;1088
02.06.2004;00.00.00;949
02.06.2004;01.00.00;877
02.06.2004;02.00.00;758
02.06.2004;03.00.00;773
02.06.2004;04.00.00;662
02.06.2004;05.00.00;611
02.06.2004;06.00.00;639
02.06.2004;07.00.00;703
02.06.2004;08.00.00;854
02.06.2004;09.00.00;920
02.06.2004;10.00.00;936
02.06.2004;11.00.00;930
02.06.2004;12.00.00;873
02.06.2004;13.00.00;748
02.06.2004;14.00.00;754
02.06.2004;15.00.00;850
02.06.2004;16.00.00;934
02.06.2004;17.00.00;902
02.06.2004;18.00.00;996
02.06.2004;19.00.00;1142
02.06.2004;20.00.00;1042
02.06.2004;21.00.00;927
02.06.2004;22.00.00;928
02.06.2004;23.00.00;853
03.06.2004;00.00.00;868
03.06.2004;01.00.00;853
03.06.2004;02.00.00;741
03.06.2004;03.00.00;530
03.06.2004;04.00.00;562
03.06.2004;05.00.00;663
03.06.2004;06.00.00;982
03.06.2004;07.00.00;1293
03.06.2004;08.00.00;1303
03.06.2004;09.00.00;1318
03.06.2004;10.00.00;1152
03.06.2004;11.00.00;1009
03.06.2004;12.00.00;1019
03.06.2004;13.00.00;1054
03.06.2004;14.00.00;923
03.06.2004;15.00.00;968
03.06.2004;16.00.00;1014
03.06.2004;17.00.00;1199
03.06.2004;18.00.00;1139
03.06.2004;19.00.00;1283
03.06.2004;20.00.00;1134
03.06.2004;21.00.00;892
03.06.2004;22.00.00;891
03.06.2004;23.00.00;892
04.06.2004;00.00.00;919
04.06.2004;01.00.00;799
04.06.2004;02.00.00;740
04.06.2004;03.00.00;795
04.06.2004;04.00.00;745
04.06.2004;05.00.00;520
04.06.2004;06.00.00;674
04.06.2004;07.00.00;1209
04.06.2004;08.00.00;977
04.06.2004;09.00.00;812
04.06.2004;10.00.00;798
04.06.2004;11.00.00;853
04.06.2004;12.00.00;960
04.06.2004;13.00.00;1017
04.06.2004;14.00.00;905
04.06.2004;15.00.00;985
04.06.2004;16.00.00;1093
04.06.2004;17.00.00;1198
04.06.2004;18.00.00;1206
04.06.2004;19.00.00;1226
04.06.2004;20.00.00;1087
04.06.2004;21.00.00;949
04.06.2004;22.00.00;977
04.06.2004;23.00.00;1088
05.06.2004;00.00.00;1080
05.06.2004;01.00.00;890
05.06.2004;02.00.00;948
05.06.2004;03.00.00;853
05.06.2004;04.00.00;739
05.06.2004;05.00.00;757
05.06.2004;06.00.00;894
05.06.2004;07.00.00;874
05.06.2004;08.00.00;901
05.06.2004;09.00.00;881
05.06.2004;10.00.00;780
05.06.2004;11.00.00;778
05.06.2004;12.00.00;900
05.06.2004;13.00.00;917
05.06.2004;14.00.00;811
05.06.2004;15.00.00;868
05.06.2004;16.00.00;984
05.06.2004;17.00.00;939
05.06.2004;18.00.00;1118
05.06.2004;19.00.00;1183
05.06.2004;20.00.00;906
05.06.2004;21.00.00;699
05.06.2004;22.00.00;791
05.06.2004;23.00.00;900
06.06.2004;00.00.00;792
06.06.2004;01.00.00;702
06.06.2004;02.00.00;840
06.06.2004;03.00.00;859
06.06.2004;04.00.00;773
06.06.2004;05.00.00;615
06.06.2004;06.00.00;659
06.06.2004;07.00.00;776
06.06.2004;08.00.00;808
06.06.2004;09.00.00;638
06.06.2004;10.00.00;675
06.06.2004;11.00.00;653
06.06.2004;12.00.00;676
06.06.2004;13.00.00;603
06.06.2004;14.00.00;635
06.06.2004;15.00.00;688
06.06.2004;16.00.00;720
06.06.2004;17.00.00;757
06.06.2004;18.00.00;807
06.06.2004;19.00.00;838
06.06.2004;20.00.00;882
06.06.2004;21.00.00;858
06.06.2004;22.00.00;879
06.06.2004;23.00.00;914
07.06.2004;00.00.00;858
07.06.2004;01.00.00;703
07.06.2004;02.00.00;626
07.06.2004;03.00.00;588
07.06.2004;04.00.00;591
07.06.2004;05.00.00;613
07.06.2004;06.00.00;962
07.06.2004;07.00.00;1162
07.06.2004;08.00.00;1428
07.06.2004;09.00.00;1151
07.06.2004;10.00.00;1222
07.06.2004;11.00.00;1119
07.06.2004;12.00.00;1042
07.06.2004;13.00.00;1147
07.06.2004;14.00.00;1180
07.06.2004;15.00.00;1195
07.06.2004;16.00.00;1155
07.06.2004;17.00.00;1266
07.06.2004;18.00.00;1268
07.06.2004;19.00.00;1524
07.06.2004;20.00.00;1097
07.06.2004;21.00.00;1011
07.06.2004;22.00.00;937
07.06.2004;23.00.00;919
08.06.2004;00.00.00;846
08.06.2004;01.00.00;720
08.06.2004;02.00.00;621
08.06.2004;03.00.00;565
08.06.2004;04.00.00;538
08.06.2004;05.00.00;640
08.06.2004;06.00.00;931
08.06.2004;07.00.00;1279
08.06.2004;08.00.00;1688
08.06.2004;09.00.00;1481
08.06.2004;10.00.00;1268
08.06.2004;11.00.00;1208
08.06.2004;12.00.00;1171
08.06.2004;13.00.00;1121
08.06.2004;14.00.00;1194
08.06.2004;15.00.00;1141
08.06.2004;16.00.00;1083
08.06.2004;17.00.00;1334
08.06.2004;18.00.00;1393
08.06.2004;19.00.00;1430
08.06.2004;20.00.00;1341
08.06.2004;21.00.00;1170
08.06.2004;22.00.00;1011
08.06.2004;23.00.00;902
09.06.2004;00.00.00;984
09.06.2004;01.00.00;878
09.06.2004;02.00.00;801
09.06.2004;03.00.00;698
09.06.2004;04.00.00;672
09.06.2004;05.00.00;708
09.06.2004;06.00.00;905
09.06.2004;07.00.00;1359
09.06.2004;08.00.00;1705
09.06.2004;09.00.00;1224
09.06.2004;10.00.00;1276
09.06.2004;11.00.00;1228
09.06.2004;12.00.00;1257
09.06.2004;13.00.00;1241
09.06.2004;14.00.00;1116
09.06.2004;15.00.00;1012
09.06.2004;16.00.00;1019
09.06.2004;17.00.00;1340
09.06.2004;18.00.00;1493
09.06.2004;19.00.00;1445
09.06.2004;20.00.00;1257
09.06.2004;21.00.00;1154
09.06.2004;22.00.00;1038
09.06.2004;23.00.00;929
10.06.2004;00.00.00;881
10.06.2004;01.00.00;774
10.06.2004;02.00.00;807
10.06.2004;03.00.00;709
10.06.2004;04.00.00;673
10.06.2004;05.00.00;782
10.06.2004;06.00.00;929
10.06.2004;07.00.00;1292
10.06.2004;08.00.00;1561
10.06.2004;09.00.00;1420
10.06.2004;10.00.00;1208
10.06.2004;11.00.00;1102
10.06.2004;12.00.00;1157
10.06.2004;13.00.00;1120
10.06.2004;14.00.00;1210
10.06.2004;15.00.00;1109
10.06.2004;16.00.00;1105
10.06.2004;17.00.00;1329
10.06.2004;18.00.00;1451
10.06.2004;19.00.00;1440
10.06.2004;20.00.00;1393
10.06.2004;21.00.00;1051
10.06.2004;22.00.00;1123
10.06.2004;23.00.00;1122
11.06.2004;00.00.00;992
11.06.2004;01.00.00;880
11.06.2004;02.00.00;681
11.06.2004;03.00.00;620
11.06.2004;04.00.00;623
11.06.2004;05.00.00;709
11.06.2004;06.00.00;858
11.06.2004;07.00.00;1425
11.06.2004;08.00.00;1526
11.06.2004;09.00.00;1336
11.06.2004;10.00.00;1079
11.06.2004;11.00.00;1055
11.06.2004;12.00.00;1087
11.06.2004;13.00.00;1094
11.06.2004;14.00.00;1066
11.06.2004;15.00.00;1085
11.06.2004;16.00.00;1062
11.06.2004;17.00.00;1155
11.06.2004;18.00.00;1270
11.06.2004;19.00.00;1289
11.06.2004;20.00.00;1256
11.06.2004;21.00.00;1183
11.06.2004;22.00.00;1148
11.06.2004;23.00.00;871
12.06.2004;00.00.00;937
12.06.2004;01.00.00;839
12.06.2004;02.00.00;725
12.06.2004;03.00.00;666
12.06.2004;04.00.00;716
12.06.2004;05.00.00;810
12.06.2004;06.00.00;791
12.06.2004;07.00.00;752
12.06.2004;08.00.00;937
12.06.2004;09.00.00;1088
12.06.2004;10.00.00;1119
12.06.2004;11.00.00;1021
12.06.2004;12.00.00;979
12.06.2004;13.00.00;962
12.06.2004;14.00.00;866
12.06.2004;15.00.00;924
12.06.2004;16.00.00;939
12.06.2004;17.00.00;897
12.06.2004;18.00.00;823
12.06.2004;19.00.00;828
12.06.2004;20.00.00;828
12.06.2004;21.00.00;1022
12.06.2004;22.00.00;1077
12.06.2004;23.00.00;1091
13.06.2004;00.00.00;946
13.06.2004;01.00.00;804
13.06.2004;02.00.00;677
13.06.2004;03.00.00;719
13.06.2004;04.00.00;658
13.06.2004;05.00.00;597
13.06.2004;06.00.00;543
13.06.2004;07.00.00;526
13.06.2004;08.00.00;520
13.06.2004;09.00.00;562
13.06.2004;10.00.00;622
13.06.2004;11.00.00;620
13.06.2004;12.00.00;632
13.06.2004;13.00.00;579
13.06.2004;14.00.00;567
13.06.2004;15.00.00;614
13.06.2004;16.00.00;628
13.06.2004;17.00.00;651
13.06.2004;18.00.00;645
13.06.2004;19.00.00;682
13.06.2004;20.00.00;687
13.06.2004;21.00.00;689
13.06.2004;22.00.00;606
13.06.2004;23.00.00;627
14.06.2004;00.00.00;582
14.06.2004;01.00.00;515
14.06.2004;02.00.00;461
14.06.2004;03.00.00;437
14.06.2004;04.00.00;448
14.06.2004;05.00.00;477
14.06.2004;06.00.00;683
14.06.2004;07.00.00;858
14.06.2004;08.00.00;927
14.06.2004;09.00.00;825
14.06.2004;10.00.00;858
14.06.2004;11.00.00;786
14.06.2004;12.00.00;776
14.06.2004;13.00.00;787
14.06.2004;14.00.00;698
14.06.2004;15.00.00;783
14.06.2004;16.00.00;842
14.06.2004;17.00.00;1057
14.06.2004;18.00.00;985
14.06.2004;19.00.00;845
14.06.2004;20.00.00;799
14.06.2004;21.00.00;718
14.06.2004;22.00.00;749
14.06.2004;23.00.00;773
15.06.2004;00.00.00;767
15.06.2004;01.00.00;637
15.06.2004;02.00.00;535
15.06.2004;03.00.00;503
15.06.2004;04.00.00;586
15.06.2004;05.00.00;654
15.06.2004;06.00.00;877
15.06.2004;07.00.00;1423
15.06.2004;08.00.00;1424
15.06.2004;09.00.00;1009
15.06.2004;10.00.00;1046
15.06.2004;11.00.00;1181
15.06.2004;12.00.00;1171
15.06.2004;13.00.00;1087
15.06.2004;14.00.00;1057
15.06.2004;15.00.00;1173
15.06.2004;16.00.00;1198
15.06.2004;17.00.00;1250
15.06.2004;18.00.00;1202
15.06.2004;19.00.00;1319
15.06.2004;20.00.00;1157
15.06.2004;21.00.00;1034
15.06.2004;22.00.00;983
15.06.2004;23.00.00;993
16.06.2004;00.00.00;956
16.06.2004;01.00.00;853
16.06.2004;02.00.00;709
16.06.2004;03.00.00;654
16.06.2004;04.00.00;626
16.06.2004;05.00.00;612
16.06.2004;06.00.00;849
16.06.2004;07.00.00;1265
16.06.2004;08.00.00;1556
16.06.2004;09.00.00;1145
16.06.2004;10.00.00;1058
16.06.2004;11.00.00;910
16.06.2004;12.00.00;940
16.06.2004;13.00.00;1106
16.06.2004;14.00.00;1119
16.06.2004;15.00.00;1050
16.06.2004;16.00.00;1057
16.06.2004;17.00.00;1086
16.06.2004;18.00.00;1070
16.06.2004;19.00.00;1249
16.06.2004;20.00.00;1217
16.06.2004;21.00.00;1079
16.06.2004;22.00.00;1106
16.06.2004;23.00.00;1099
17.06.2004;00.00.00;1099
17.06.2004;01.00.00;975
17.06.2004;02.00.00;734
17.06.2004;03.00.00;727
17.06.2004;04.00.00;668
17.06.2004;05.00.00;677
17.06.2004;06.00.00;951
17.06.2004;07.00.00;1388
17.06.2004;08.00.00;1496
17.06.2004;09.00.00;1353
17.06.2004;10.00.00;979
17.06.2004;11.00.00;936
17.06.2004;12.00.00;969
17.06.2004;13.00.00;954
17.06.2004;14.00.00;971
17.06.2004;15.00.00;958
17.06.2004;16.00.00;958
17.06.2004;17.00.00;1160
17.06.2004;18.00.00;1281
17.06.2004;19.00.00;1194
17.06.2004;20.00.00;1126
17.06.2004;21.00.00;909
17.06.2004;22.00.00;929
17.06.2004;23.00.00;1156
18.06.2004;00.00.00;999
18.06.2004;01.00.00;813
18.06.2004;02.00.00;658
18.06.2004;03.00.00;618
18.06.2004;04.00.00;568
18.06.2004;05.00.00;628
18.06.2004;06.00.00;833
18.06.2004;07.00.00;1134
18.06.2004;08.00.00;1522
18.06.2004;09.00.00;1332
18.06.2004;10.00.00;1146
18.06.2004;11.00.00;1168
18.06.2004;12.00.00;1128
18.06.2004;13.00.00;1069
18.06.2004;14.00.00;1097
18.06.2004;15.00.00;1069
18.06.2004;16.00.00;1143
18.06.2004;17.00.00;1257
18.06.2004;18.00.00;1201
18.06.2004;19.00.00;1318
18.06.2004;20.00.00;1179
18.06.2004;21.00.00;881
18.06.2004;22.00.00;984
18.06.2004;23.00.00;1109
19.06.2004;00.00.00;992
19.06.2004;01.00.00;836
19.06.2004;02.00.00;729
19.06.2004;03.00.00;678
19.06.2004;04.00.00;703
19.06.2004;05.00.00;651
19.06.2004;06.00.00;667
19.06.2004;07.00.00;792
19.06.2004;08.00.00;945
19.06.2004;09.00.00;967
19.06.2004;10.00.00;923
19.06.2004;11.00.00;964
19.06.2004;12.00.00;972
19.06.2004;13.00.00;991
19.06.2004;14.00.00;-200
19.06.2004;15.00.00;-200
19.06.2004;16.00.00;-200
19.06.2004;17.00.00;-200
19.06.2004;18.00.00;-200
19.06.2004;19.00.00;-200
19.06.2004;20.00.00;-200
19.06.2004;21.00.00;-200
19.06.2004;22.00.00;-200
19.06.2004;23.00.00;-200
20.06.2004;00.00.00;-200
20.06.2004;01.00.00;-200
20.06.2004;02.00.00;-200
20.06.2004;03.00.00;-200
20.06.2004;04.00.00;-200
20.06.2004;05.00.00;-200
20.06.2004;06.00.00;-200
20.06.2004;07.00.00;-200
20.06.2004;08.00.00;-200
20.06.2004;09.00.00;-200
20.06.2004;10.00.00;-200
20.06.2004;11.00.00;-200
20.06.2004;12.00.00;-200
20.06.2004;13.00.00;-200
20.06.2004;14.00.00;-200
20.06.2004;15.00.00;-200
20.06.2004;16.00.00;-200
20.06.2004;17.00.00;-200
20.06.2004;18.00.00;-200
20.06.2004;19.00.00;-200
20.06.2004;20.00.00;-200
20.06.2004;21.00.00;-200
20.06.2004;22.00.00;-200
20.06.2004;23.00.00;-200
21.06.2004;00.00.00;-200
21.06.2004;01.00.00;-200
21.06.2004;02.00.00;-200
21.06.2004;03.00.00;-200
21.06.2004;04.00.00;544
21.06.2004;05.00.00;681
21.06.2004;06.00.00;911
21.06.2004;07.00.00;1220
21.06.2004;08.00.00;1386
21.06.2004;09.00.00;1111
21.06.2004;10.00.00;987
21.06.2004;11.00.00;897
21.06.2004;12.00.00;930
21.06.2004;13.00.00;868
21.06.2004;14.00.00;912
21.06.2004;15.00.00;961
21.06.2004;16.00.00;939
21.06.2004;17.00.00;1064
21.06.2004;18.00.00;1157
21.06.2004;19.00.00;1181
21.06.2004;20.00.00;1121
21.06.2004;21.00.00;1027
21.06.2004;22.00.00;959
21.06.2004;23.00.00;875
22.06.2004;00.00.00;831
22.06.2004;01.00.00;715
22.06.2004;02.00.00;580
22.06.2004;03.00.00;533
22.06.2004;04.00.00;522
22.06.2004;05.00.00;596
22.06.2004;06.00.00;831
22.06.2004;07.00.00;1255
22.06.2004;08.00.00;1556
22.06.2004;09.00.00;1124
22.06.2004;10.00.00;1126
22.06.2004;11.00.00;1069
22.06.2004;12.00.00;1240
22.06.2004;13.00.00;1214
22.06.2004;14.00.00;1083
22.06.2004;15.00.00;1022
22.06.2004;16.00.00;1105
22.06.2004;17.00.00;1310
22.06.2004;18.00.00;1303
22.06.2004;19.00.00;1381
22.06.2004;20.00.00;1304
22.06.2004;21.00.00;949
22.06.2004;22.00.00;997
22.06.2004;23.00.00;1105
23.06.2004;00.00.00;900
23.06.2004;01.00.00;744
23.06.2004;02.00.00;666
23.06.2004;03.00.00;609
23.06.2004;04.00.00;591
23.06.2004;05.00.00;597
23.06.2004;06.00.00;842
23.06.2004;07.00.00;1380
23.06.2004;08.00.00;1268
23.06.2004;09.00.00;1300
23.06.2004;10.00.00;1192
23.06.2004;11.00.00;1082
23.06.2004;12.00.00;1087
23.06.2004;13.00.00;1042
23.06.2004;14.00.00;1075
23.06.2004;15.00.00;1120
23.06.2004;16.00.00;1131
23.06.2004;17.00.00;1316
23.06.2004;18.00.00;1339
23.06.2004;19.00.00;1408
23.06.2004;20.00.00;1345
23.06.2004;21.00.00;1084
23.06.2004;22.00.00;1152
23.06.2004;23.00.00;1197
24.06.2004;00.00.00;1072
24.06.2004;01.00.00;923
24.06.2004;02.00.00;778
24.06.2004;03.00.00;690
24.06.2004;04.00.00;639
24.06.2004;05.00.00;658
24.06.2004;06.00.00;696
24.06.2004;07.00.00;851
24.06.2004;08.00.00;926
24.06.2004;09.00.00;860
24.06.2004;10.00.00;840
24.06.2004;11.00.00;866
24.06.2004;12.00.00;763
24.06.2004;13.00.00;798
24.06.2004;14.00.00;813
24.06.2004;15.00.00;818
24.06.2004;16.00.00;899
24.06.2004;17.00.00;889
24.06.2004;18.00.00;1020
24.06.2004;19.00.00;1177
24.06.2004;20.00.00;1108
24.06.2004;21.00.00;1340
24.06.2004;22.00.00;1203
24.06.2004;23.00.00;1310
25.06.2004;00.00.00;1120
25.06.2004;01.00.00;1011
25.06.2004;02.00.00;690
25.06.2004;03.00.00;671
25.06.2004;04.00.00;616
25.06.2004;05.00.00;651
25.06.2004;06.00.00;934
25.06.2004;07.00.00;1141
25.06.2004;08.00.00;1185
25.06.2004;09.00.00;1136
25.06.2004;10.00.00;898
25.06.2004;11.00.00;942
25.06.2004;12.00.00;976
25.06.2004;13.00.00;970
25.06.2004;14.00.00;912
25.06.2004;15.00.00;880
25.06.2004;16.00.00;1038
25.06.2004;17.00.00;1094
25.06.2004;18.00.00;1128
25.06.2004;19.00.00;1237
25.06.2004;20.00.00;1176
25.06.2004;21.00.00;1122
25.06.2004;22.00.00;1110
25.06.2004;23.00.00;1038
26.06.2004;00.00.00;823
26.06.2004;01.00.00;769
26.06.2004;02.00.00;739
26.06.2004;03.00.00;759
26.06.2004;04.00.00;622
26.06.2004;05.00.00;606
26.06.2004;06.00.00;790
26.06.2004;07.00.00;993
26.06.2004;08.00.00;1065
26.06.2004;09.00.00;1118
26.06.2004;10.00.00;1074
26.06.2004;11.00.00;939
26.06.2004;12.00.00;919
26.06.2004;13.00.00;909
26.06.2004;14.00.00;806
26.06.2004;15.00.00;795
26.06.2004;16.00.00;842
26.06.2004;17.00.00;816
26.06.2004;18.00.00;844
26.06.2004;19.00.00;946
26.06.2004;20.00.00;909
26.06.2004;21.00.00;859
26.06.2004;22.00.00;959
26.06.2004;23.00.00;1151
27.06.2004;00.00.00;1041
27.06.2004;01.00.00;950
27.06.2004;02.00.00;829
27.06.2004;03.00.00;844
27.06.2004;04.00.00;723
27.06.2004;05.00.00;628
27.06.2004;06.00.00;641
27.06.2004;07.00.00;661
27.06.2004;08.00.00;820
27.06.2004;09.00.00;894
27.06.2004;10.00.00;996
27.06.2004;11.00.00;941
27.06.2004;12.00.00;828
27.06.2004;13.00.00;684
27.06.2004;14.00.00;712
27.06.2004;15.00.00;722
27.06.2004;16.00.00;852
27.06.2004;17.00.00;894
27.06.2004;18.00.00;893
27.06.2004;19.00.00;990
27.06.2004;20.00.00;996
27.06.2004;21.00.00;1075
27.06.2004;22.00.00;1046
27.06.2004;23.00.00;950
28.06.2004;00.00.00;896
28.06.2004;01.00.00;765
28.06.2004;02.00.00;679
28.06.2004;03.00.00;662
28.06.2004;04.00.00;632
28.06.2004;05.00.00;656
28.06.2004;06.00.00;763
28.06.2004;07.00.00;1316
28.06.2004;08.00.00;1606
28.06.2004;09.00.00;1410
28.06.2004;10.00.00;1198
28.06.2004;11.00.00;1091
28.06.2004;12.00.00;1060
28.06.2004;13.00.00;1053
28.06.2004;14.00.00;1018
28.06.2004;15.00.00;1087
28.06.2004;16.00.00;1037
28.06.2004;17.00.00;1230
28.06.2004;18.00.00;1283
28.06.2004;19.00.00;1287
28.06.2004;20.00.00;1151
28.06.2004;21.00.00;1020
28.06.2004;22.00.00;1038
28.06.2004;23.00.00;1039
29.06.2004;00.00.00;966
29.06.2004;01.00.00;814
29.06.2004;02.00.00;705
29.06.2004;03.00.00;624
29.06.2004;04.00.00;639
29.06.2004;05.00.00;652
29.06.2004;06.00.00;784
29.06.2004;07.00.00;1391
29.06.2004;08.00.00;1631
29.06.2004;09.00.00;1163
29.06.2004;10.00.00;1157
29.06.2004;11.00.00;1078
29.06.2004;12.00.00;1154
29.06.2004;13.00.00;1170
29.06.2004;14.00.00;1062
29.06.2004;15.00.00;1157
29.06.2004;16.00.00;1229
29.06.2004;17.00.00;1338
29.06.2004;18.00.00;1382
29.06.2004;19.00.00;1443
29.06.2004;20.00.00;1126
29.06.2004;21.00.00;1130
29.06.2004;22.00.00;1070
29.06.2004;23.00.00;1106
30.06.2004;00.00.00;1087
30.06.2004;01.00.00;818
30.06.2004;02.00.00;801
30.06.2004;03.00.00;697
30.06.2004;04.00.00;629
30.06.2004;05.00.00;742
30.06.2004;06.00.00;875
30.06.2004;07.00.00;1155
30.06.2004;08.00.00;1202
30.06.2004;09.00.00;1209
30.06.2004;10.00.00;1241
30.06.2004;11.00.00;1183
30.06.2004;12.00.00;1097
30.06.2004;13.00.00;1117
30.06.2004;14.00.00;1097
30.06.2004;15.00.00;993
30.06.2004;16.00.00;1073
30.06.2004;17.00.00;1418
30.06.2004;18.00.00;1499
30.06.2004;19.00.00;1385
30.06.2004;20.00.00;1227
30.06.2004;21.00.00;1132
30.06.2004;22.00.00;1129
30.06.2004;23.00.00;1122
01.07.2004;00.00.00;1080
01.07.2004;01.00.00;974
01.07.2004;02.00.00;767
01.07.2004;03.00.00;642
01.07.2004;04.00.00;664
01.07.2004;05.00.00;782
01.07.2004;06.00.00;828
01.07.2004;07.00.00;1214
01.07.2004;08.00.00;1359
01.07.2004;09.00.00;1138
01.07.2004;10.00.00;1093
01.07.2004;11.00.00;996
01.07.2004;12.00.00;1124
01.07.2004;13.00.00;1056
01.07.2004;14.00.00;983
01.07.2004;15.00.00;1039
01.07.2004;16.00.00;1009
01.07.2004;17.00.00;1219
01.07.2004;18.00.00;1239
01.07.2004;19.00.00;1376
01.07.2004;20.00.00;1196
01.07.2004;21.00.00;985
01.07.2004;22.00.00;1035
01.07.2004;23.00.00;1127
02.07.2004;00.00.00;1093
02.07.2004;01.00.00;977
02.07.2004;02.00.00;882
02.07.2004;03.00.00;679
02.07.2004;04.00.00;668
02.07.2004;05.00.00;647
02.07.2004;06.00.00;795
02.07.2004;07.00.00;1225
02.07.2004;08.00.00;1526
02.07.2004;09.00.00;1210
02.07.2004;10.00.00;1168
02.07.2004;11.00.00;980
02.07.2004;12.00.00;1040
02.07.2004;13.00.00;1051
02.07.2004;14.00.00;1015
02.07.2004;15.00.00;1021
02.07.2004;16.00.00;995
02.07.2004;17.00.00;1043
02.07.2004;18.00.00;1110
02.07.2004;19.00.00;1220
02.07.2004;20.00.00;1124
02.07.2004;21.00.00;1004
02.07.2004;22.00.00;1073
02.07.2004;23.00.00;983
03.07.2004;00.00.00;1087
03.07.2004;01.00.00;874
03.07.2004;02.00.00;745
03.07.2004;03.00.00;750
03.07.2004;04.00.00;639
03.07.2004;05.00.00;739
03.07.2004;06.00.00;809
03.07.2004;07.00.00;1017
03.07.2004;08.00.00;1130
03.07.2004;09.00.00;1016
03.07.2004;10.00.00;976
03.07.2004;11.00.00;930
03.07.2004;12.00.00;973
03.07.2004;13.00.00;873
03.07.2004;14.00.00;817
03.07.2004;15.00.00;822
03.07.2004;16.00.00;862
03.07.2004;17.00.00;900
03.07.2004;18.00.00;869
03.07.2004;19.00.00;926
03.07.2004;20.00.00;880
03.07.2004;21.00.00;940
03.07.2004;22.00.00;1035
03.07.2004;23.00.00;985
04.07.2004;00.00.00;1060
04.07.2004;01.00.00;831
04.07.2004;02.00.00;864
04.07.2004;03.00.00;816
04.07.2004;04.00.00;725
04.07.2004;05.00.00;702
04.07.2004;06.00.00;708
04.07.2004;07.00.00;723
04.07.2004;08.00.00;817
04.07.2004;09.00.00;810
04.07.2004;10.00.00;809
04.07.2004;11.00.00;783
04.07.2004;12.00.00;757
04.07.2004;13.00.00;703
04.07.2004;14.00.00;664
04.07.2004;15.00.00;718
04.07.2004;16.00.00;708
04.07.2004;17.00.00;752
04.07.2004;18.00.00;788
04.07.2004;19.00.00;942
04.07.2004;20.00.00;944
04.07.2004;21.00.00;981
04.07.2004;22.00.00;876
04.07.2004;23.00.00;973
05.07.2004;00.00.00;939
05.07.2004;01.00.00;692
05.07.2004;02.00.00;652
05.07.2004;03.00.00;618
05.07.2004;04.00.00;624
05.07.2004;05.00.00;613
05.07.2004;06.00.00;792
05.07.2004;07.00.00;1125
05.07.2004;08.00.00;1496
05.07.2004;09.00.00;1272
05.07.2004;10.00.00;1176
05.07.2004;11.00.00;1060
05.07.2004;12.00.00;1057
05.07.2004;13.00.00;1041
05.07.2004;14.00.00;994
05.07.2004;15.00.00;1074
05.07.2004;16.00.00;1018
05.07.2004;17.00.00;1269
05.07.2004;18.00.00;1405
05.07.2004;19.00.00;1270
05.07.2004;20.00.00;1105
05.07.2004;21.00.00;1004
05.07.2004;22.00.00;1025
05.07.2004;23.00.00;962
06.07.2004;00.00.00;971
06.07.2004;01.00.00;761
06.07.2004;02.00.00;718
